|Nom entreprise|Adresse|Ville|Telephone
2390|CLINICA VETERINARIA MARTIN LASO|PINTO, 22|Argamasilla de Calatrava, Ciudad Real (España)|926.478.324
2391|Medano|San Ramón, 54|El Campello, Alicante (España)|965.632.013
2392|Clinica Veterinaria Santa Pola|Poeta Miguel Hernández, 9|Santa Pola, Alicante (España)|966.692.328
2393|Mediterraneo|Arquitecto Santiago Pérez Aracil, 14|Elche, Alicante (España)|965.423.902
2394|EUROCENTRO CLINICA VETERINARIA S.L.|Clemente Gosálvez, 44|Torrevieja, Alicante (España)|965.714.940
2395|Las Salinas|Ausiàs March, 1|Calpe, Alicante (España)|965.834.766
2396|Aitana Clinica Veterinaria|Na Saurina d´Entença, 79|Alcoy, Alicante (España)|966.520.030
2397|Consultorio La Plana|Ctra. Cela, 4|Muro de Alcoy, Alicante (España)|965.531.744
2398|CLINICA VETERINARIA IDECAN|Barberán y Collar, 7|Elda, Alicante (España)|965.392.586
2399|Clinica Veterinaria Central|Mariano Luiña, 27|Elche, Alicante (España)|965.437.965
2400|Clínica Veterinaria El Saladar|Paseo del Saladar, 62|Dénia, Alicante (España)|966.424.050
2401|Clinica Veterinaria Cynos|Diana, 66|Dénia, Alicante (España)|966.424.455
2402|Centro Veterinario J.g.|Av. Alacant, 18|Mutxamel, Alicante (España)|965.951.897
2403|De La Marina Alta.|Part. Madrigueres Nord S/N|Dénia, Alicante (España)|966.420.697
2404|Centro Clinico Ondara|Segaria, 1|Ondara, Alicante (España)|966.476.417
2405|C. Veterinaria Tony Ortola|Av. Alicante, 62|Ondara, Alicante (España)|965.766.917
2406|Jose Maria Martin Fernandez|Río Duero S/N|Sant Vicent del Raspeig, Alicante (España)|965.669.790
2407|Ambra|Av. Fontilles, 13|Pego, Alicante (España)|965.572.907
2408|Comtat|Poeta Josep Carbonell, 6|Cocentaina, Alicante (España)|965.592.429
2409|La Solana|Pintor Ruano Llopis, 7|Orba, Alicante (España)|965.584.124
2410|Clinica Veterinaria Mundo Animal|Gabriel Miró, 54|Santa Pola, Alicante (España)|966.691.240
2411|Blasvet Centro Veterinario|Pl. San Blas, 1|Alicante, Alicante (España)|965.928.688
2412|Cervantes|Sancho Medina, 20|Villena, Alicante (España)|965.348.311
2413|Centre Veterinari Altea La Vella|Carretera de Callosa, nº21 local 4local 4|Altea la vella, Alicante (España)|965.846.312
2414|Centro Veterinario Mutxamel|Mare de Déu de la Mercè, 71|Mutxamel, Alicante (España)|965.953.586
2415|CLINICA VETERINARIA REUBEL|Ramón y Cajal, 16|Callosa d'en Sarrià, Alicante (España)|965.881.702
2416|Clinica Veterinaria Voramar Golf|Maruja Pastor, 2 (Part. Condomina)|Alicante, Alicante (España)|965.151.899
2417|Clinica Veterinaria Don Gato|Av. Deportista Miriam Blasco, 12|Alicante, Alicante (España)|965.266.089
2418|El Drac|Av. Cardenal Francisco Álvarez S/N|Alicante, Alicante (España)|966.351.475
2419|Centro Veterinario La Nao C.b.|Av. Amanecer, 37|Jávea, Alicante (España)|965.796.862
2420|Eurocan|Av. Germanies, 7 C|El Campello, Alicante (España)|965.634.188
2421|Clinica Veterinaria Pedreguer S.c.|Av. Jaume I, 2|Pedreguer, Alicante (España)|966.457.237
2422|Centro veterinario Benican|Ramón y Cajal, 10|Benijófar, Alicante (España)|966.712.707
2423|Clinica Veterinaria San Antonio Javea|Ramón de la Cruz, 13|Jávea, Alicante (España)|965.795.530
2424|Puntovet Servicios Veterinarios S.l.|Miguel Hernández, 37|Aspe, Alicante (España)|965.494.770
2425|Clinica Veterinaria La Finca S.l.|Antonio Pedrera Soler S/N|Algorfa, Alicante (España)|966.729.586
2426|CLINICA VETERINARIA LA ASUNCION|Antonio Brotons Pastor, 37|Elche, Alicante (España)|966.670.043
2427|De Carreres|San Antonio, 121|Sant Joan d'Alacant, Alicante (España)|965.658.35
2428|Clinica Veterinaria El Cabo|Av. Naciones, 24|Alicante, Alicante (España)|965.150.606
2429|Clinica Veterinaria Finestrat|Figueretes, 31|Finestrat, Alicante (España)|965.878.163
2430|Clinica Veterinaria Ronda Sur S.l.|Pere Joan Perpinyà, 108|Elche, Alicante (España)|966.219.478
2431|Urgencia Veterinarias Marina Alta S.l.|Segaria, 17|Ondara, Alicante (España)|966.476.417
2432|Clinica Veterinaria San Anton S.l.|Rda. Era del Lucio, 4|Guardamar del Segura, Alicante (España)|965.727.817
2433|Clinica Veterinaria Toni Ortola|Ctra. Ondara, 36|Gata de Gorgos, Alicante (España)|965.757.584
2434|Eltort|Mar, 159|Altea, Alicante (España)|966.880.612
2435|Canisax|Av. Rey Don Jaime I, 15|Sax, Alicante (España)|636.473.909
2436|CENTRO VETERINARIO EUSGAR|HUERTA, 64|Sant Joan d'Alacant, Alicante (España)|965.667.544
2437|Centrocan|Ctra. Bigastro, KM 1|Orihuela, Alicante (España)|966.741.961
2438|Servicio Mascotas Santi Mas|Federico García Lorca S/N|Dénia, Alicante (España)|966.421.907
2439|Clínica Veterinaria Garrucha|Paseo Malecón, 204|Garrucha, Almería (España)|950.132.200
2440|Clínica Veterinaria Retamar|P.º Toyo, 190|Almería, Almería (España)|950.207.116
2441|Centro Veterinario Egesta|León, 1|Vélez Rubio, Almería (España)|950.411.208
2442|Centro Veterinario Campo De|Avda. de la Constitución, 11|Níjar, Almería (España)|950.366.721
2443|Centro Veterinario Poniente|El Salvador, 4|Adra, Almería (España)|950.400.008
2444|Centro Veterinario Poniente|La Rosa, 24|El Ejido, Almería (España)|950.570.901
2445|San Francisco|Av. Roquetas, 138|Roquetas de Mar, Almería (España)|950.325.153
2446|Soasve Almeria S.l.|Av. Sabinal, 558|Roquetas de Mar, Almería (España)|950.335.528
2447|Clinica Veterinaria Mojacar|P.º Mediterráneo, 313|Mojácar, Almería (España)|950.472.252
2448|Nueva Andalucia|Jerónima Belver Local 9|Almería, Almería (España)|950.229.863
2449|C Veterinaria Azabache|Soria, 19|El Ejido, Almería (España)|950.481.858
2450|Clinica Veterinaria Pavia|Regimiento de la Corona, 27|Almería, Almería (España)|950.242.906
2451|Clinica Veterinaria Los Molinos|Carretera Níjar, 247|Almería, Almería (España)|950.229.356
2452|Vet Clinica Veterinaria|Av. Cabo de Gata, 180|Almería, Almería (España)|950.256.824
2453|Centro Clinico Veterinario|Pl. San Sebastián, 5|Almería, Almería (España)|950.231.818
2454|Clinica Veterinaria Albeitar|Av. Europa, 80|La Mojonera, Almería (España)|950.331.690
2455|Campohermoso|Cno. Torre Endana, 2|Níjar, Almería (España)|950.385.886
2456|Hospital Veterinario Guil Galindo|Baleares, 10|Almería, Almería (España)|950.245.567
2457|Puerto Sol|Av. Perú, 76|Roquetas de Mar, Almería (España)|950.327.319
2458|Clinica Veterinaria Carbonera|Almería S/N|Carboneras, Almería (España)|950.454.672
2459|Veterinaria Altamira|Dr. Giménez Canga Argüelles, 23|Almería, Almería (España)|950.223.714
2460|Almerimar Veterinaria|Barlovento, 3|El Ejido, Almería (España)|950.609.170
2461|Centro Veterinario San Urbano|Esparraguera, 9|Almería, Almería (España)|950.626.303
2462|CLINICA VETERINARIA ALBORAN|C/ RANCHO, S/N|Aguadulce, Almería (España)|950.346.370
2463|Capua Centro Veterinario|Capua, 16|Gijón, Asturias (España)|985.171.583
2464|Centro Veterinario Pericones|Pedro Pablo, 44 Esquina Av. del LLano|Gijón, Asturias (España)|985.990.926
2465|Centro Veterinario Lugones|Pasaje del Parque, 4|Siero, Asturias (España)|985.260.907
2466|Clínica Veterinaria Lindo Pulgoso|Avda. Galicia, 2 (Piedras Blancas)|Castrillón, Asturias (España)|985.507.944
2467|Centro Clinico Veter. Vetercan|Leopoldo Alas, 53|Gijón, Asturias (España)|985.132.940
2468|Clínica Veterinaria Les Campes|Pl. Les Campes, 6|Siero, Asturias (España)|985.724.318
2469|CENTRO VETERINARIO EL GRANERO|C/ MARCOS PEÑA ROYO, 27|Oviedo, Asturias (España)|985.253.838
2470|Clinica Ramos|Av. Pedro Masaveu, 7|Oviedo, Asturias (España)|985.272.720
2471|Clinica Veterinaria Jose Villanueva|La Moría S/N|Llanes, Asturias (España)|985.402.165
2472|Centro Veterinario Siero|Eria del Hospital, 21|Siero, Asturias (España)|985.721.356
2473|Jose Manuel Valle Rueda|La Pandela, 22|Vegadeo, Asturias (España)|985.476.265
2474|David Manuel Iglesias Garcia-Conde|Lugar Camango S/N|Ribadesella, Asturias (España)|985.860.992
2475|Clinica Veterinaria Del Nalon|Ramón Bautista Clavería, 38|Langreo, Asturias (España)|985.673.075
2476|PRAXIS VETERINARIA 2|DOCTOR MORALES, 12|Sant Hilari Sacalm, Girona (España)|670.276.558
2477|Clinica Veterinaria Pajareria Ñiero|Pl. Alfonso X el Sabio, 12|Lena, Asturias (España)|985.491.300
2478|La Playa|Av. Rufo García Rendueles, 6|Gijón, Asturias (España)|985.335.798
2479|CENTRO VETERINARIO RAMON Y CAJAL|FRANCISCO SALZILLO Nº 3, BAJO|Cartagena, Murcia (España)|968.316.753
2480|Clinica Veterinaria San Jose|Av. la Estación, 3|Llanes, Asturias (España)|985.401.683
2481|Veterinaria del Eo|Av. Taramundi, 11|Vegadeo, Asturias (España)|985.634.270
2482|Jose Manuel Meana Busto|Cabanilles, 32|Villaviciosa, Asturias (España)|985.891.098
2483|Centro Veterinario Guau|José Cueto, s/n (Edificio Masp)|Avilés, Asturias (España)|985.569.848
2484|Jose Maria Sanchez Lopez|Entre los Ríos|Grado, Asturias (España)|985.751.721
2485|Clinica Veterinaria Antuña|Peñamayor, 18|San Martin del Rey Aurelio, Asturias (España)|985.671.935
2486|Cesar Cifuentes Llorente|Mercado, 14|Cangas de Onís, Asturias (España)|985.848.644
2487|Tapia Servicios Veterinarios|Av. Roda, 4|Tapia de Casariego, Asturias (España)|985.472.792
2488|Clinica Veterinaria Servet|El Fondín S/N|Llanera, Asturias (España)|985.770.100
2489|Pumarin|Murcia S/N|Gijón, Asturias (España)|985.161.602
2490|Centro Veterinario El Carmen|El Carmen, 26|Avilés, Asturias (España)|985.515.131
2491|Centro Medico Veterinario La Playa|Av. Rufo García Rendueles, 21|Gijón, Asturias (España)|985.133.970
2492|Centro Veterinario Vegadeo|Hermanas Fernández de la Vega S/N|Vegadeo, Asturias (España)|985.476.614
2493|Clinica Veterinaria Arguelles|Av. el Valle, 6|Pravia, Asturias (España)|985.820.817
2494|Centro Veterinario Pumarin|Albéniz, 12|Oviedo, Asturias (España)|985.110.138
2495|Ambigest|La Isla, 6|Siero, Asturias (España)|985.724.753
2496|Centro Tecnico Veterinario La Espina Salas S.L.|Cruce, s/n|Salas, Asturias (España)|985.837.236
2497|CLINICA VETERINARIA EL LLANO|Eulalia Álvarez, 3|Gijón, Asturias (España)|985.165.051
2498|Centro Veterinario Grado|Pl. Longoria, 6|Grado, Asturias (España)|985.753.475
2499|Clinica Veterinaria Alasthor|Cortijo, 9|Gijón, Asturias (España)|985.301.928
2500|Centro Veterinario Nuevo Gijón|Monsacro, 2|Gijón, Asturias (España)|985.153.958
2501|Policlinico Veterinario De Navia Sociedad Cooperativa|Lugar el Fornel, 9|Navia, Asturias (España)|985.631.052
2502|Servicios Veterinarios Maria Llaneza|Pravia, 3|Mieres, Asturias (España)|985.465.951
2503|Cabo Peña|Dr. Braulio Busto, 4|Carreño, Asturias (España)|985.870.489
2504|Centro Veterinario Tineo S.l.|Ctra. San Roque, 5|Tineo, Asturias (España)|985.801.436
2505|CLINICA VETERINARIA VETUSTA|Av. Torrelavega, 44|Oviedo, Asturias (España)|985.206.558
2506|CENTRO VETERINARIO DR. ANDRES ROMERO|SALZILLO, 6|Málaga, Málaga (España)|952.082.675
2507|Clinica Veterinaria Icaro|Eduardo Fraga Torrejón, 2|Oviedo, Asturias (España)|985.284.031
2508|Clinica Veterinaria Corredoria C.b.|Francisco Pintado Fe, 8|Oviedo, Asturias (España)|985.080.810
2509|Clinica Veterinaria Laviada|Luanco, 15|Gijón, Asturias (España)|985.174.171
2510|Veterastur S.l.|Río Cares, 2|Siero, Asturias (España)|985.732.865
2511|Principado|Cno. Real, 99|Oviedo, Asturias (España)|985.792.337
2512|AVELINO CANGA SAAVEDRA (V)|C/ COVADONGA, 1|Sama, Asturias (España)|985.693.331
2513|Clínica Veterinaria Dálmatas|Av. Manuel Llaneza, 24|Gijón, Asturias (España)|984.104.323
2514|Clinico Veterinario Ribadesella|Manuel Fernández Juncos, 23|Ribadesella, Asturias (España)|985.858.117
2515|Vetermascotas|Alejandro Casona, 3|Siero, Asturias (España)|985.732.798
2516|Yedra Veterinaria|Melquiades Álvarez, 76|Langreo, Asturias (España)|985.673.595
2517|La Adrada|Carretera Iglesuela, 6|La Adrada, Ávila (España)|918.672.134
2518|Centro Veterinario De Arenas|Calle Galayos, 25|Arenas de San Pedro, Ávila (España)|608.000.275
2519|CONSULTORIO MONSTRUOS, S.L.|C/ REAL, 12|Alhendín, Granada (España)|958.558.804
2520|Jose Lluva Mera|Río Adaja, 12|Arévalo, Ávila (España)|920.303.032
2521|Centro veterinario Las Navas|García del Real, 57|Las Navas del Marqués, Ávila (España)|918.971.353
2522|Centro Medico Veterinario Del Tietar S.l.|Ermita, 60|Sotillo de la Adrada, Ávila (España)|918.668.010
2523|Tierra De Arevalo|Encruz, 6|Arévalo, Ávila (España)|920.303.737
2524|Centro Veterinario Sotivet, S.l.|Pozas, 1|Sotillo de la Adrada, Ávila (España)|918.660.052
2525|Clinica Veterinaria Santa Eulalia|Rbla. Mártir Santa Eulalia, 63|Mérida, Badajoz (España)|924.318.057
2526|CLINICA VETERINARIA ARROYO DE LA MIEL|C/MEDINA AZAHARA, 13-14|Arroyo de la miel, Málaga (España)|952.562.538
2527|Inmaculada Acevedo Caballero|Muñoz Torrero, 3|Mérida, Badajoz (España)|924.301.764
2528|CLINICA VETERINARIA LUPUS|Urb. Las Vaguadas Local 10|Badajoz, Badajoz (España)|924.267.284
2529|Clinica Veterinaria Manuel Garcia Izquierdo|Zacarías de la Hera, 8|Almendralejo, Badajoz (España)|924.661.653
2530|Clinica Veterinaria La Paz|Av. La Paz, 9 D|Almendralejo, Badajoz (España)|924.666.060
2531|Campiña Sur|Robledo, 75|Azuaga, Badajoz (España)|924.891.228
2532|Amus Hospital De Fauna Salvaje|Virgen del Pilar S/N|Villafranca de los Barros, Badajoz (España)|924.520.428
2533|Antonio Manuel Moya Carreño|Concepción, 14|Badajoz, Badajoz (España)|924.450.576
2534|CLINICA VETERINARIA BURGVIDA|SANT ANTONI, 13|Cala d'or, Illes Balears (España)|971.657.677
2535|A.d.s. Interespecifica De San Isidro|Barrio, 80|Calzadilla de los Barros, Badajoz (España)|924.584.700
2536|Clinica Veterinaria Parque Guadiana C.s.|Ramón Fernández Moreno, 14|Badajoz, Badajoz (España)|924.276.428
2537|El Pajaro Dodo|Pl. Cervantes, 13|Badajoz, Badajoz (España)|605.928.587
2538|Clínica Veterinaria Es Secar|Infant Jaume, 1 (Secar de La Real)|Palma, Illes Balears (España)|971.203.018
2539|Centro Veterinari Sant Lluís|Av. Pau, 22|Sant Lluís, Illes Balears (España)|971.151.298
2540|Carlos Simarro Vicens|Sa Mar, 24|Sóller, Illes Balears (España)|971.634.395
2541|CLINICA VETERINARIA SANTIAGO|CL PELAYO, 1|Sant Vicent del Raspeig, Alicante (España)|965.672.730
2542|Roberto Vidal Pereyra|Via Romana, 1|Eivissa, Illes Balears (España)|971.304.226
2543|Clinica Veterinaria Santa Eulalia|Francisco de Herrera, 5|Santa Eulalia des Riu, Illes Balears (España)|971.332.278
2544|Juan Bosco Pons Marques|Pg. Sant Nicolau, 108|Ciutadella, Illes Balears (España)|971.382.054
2545|Clinica Veterinaria Son Ferriol|Ctra. Manacor, 375|Palma, Illes Balears (España)|971.427.312
2546|Servici Veterinari Andraitx|Jaume Tortella, 16|Andratx, Illes Balears (España)|608.830.491
2547|Maria Del Carmen Llado Quetglas|Murillo, 64|Palma, Illes Balears (España)|971.458.530
2548|Andres Burguera Vidal|Sant Antoni, 13|Santanyí, Illes Balears (España)|971.657.677
2549|Andres Burguera Vidal|Rafalet, 19|Santanyí, Illes Balears (España)|971.654.074
2550|CLINICA VETERINARIA MONTUÏRI, S.C.P.|Can Tamos S/N|Montuïri, Illes Balears (España)|971.646.649
2551|Consultori Veterinari Algaida|Rei, 5|Algaida, Illes Balears (España)|971.665.922
2552|Agustí Tomás Rosselló|Sant Roc, 37|Porreres, Illes Balears (España)|971.647.513
2553|Vivero|Bach, 9|Palma, Illes Balears (España)|971.472.958
2554|Clinica Veterinaria Manuel Marin|Marquès Fontsanta, 63|Palma, Illes Balears (España)|971.273.502
2555|Arenal Daniel Magrini|Joan Oms, 11|Palma, Illes Balears (España)|971.490.153
2556|Sa Indioteria|Cí. Nou, 45|Palma, Illes Balears (España)|971.431.081
2557|Clinica Veterinaria D'es Castel|Victorí, 70|Es Castell, Illes Balears (España)|971.356.579
2558|CLINICA VETERINARIA PEREZ SINTES SCP|Magnífics Jurats, 22|Ciutadella, Illes Balears (España)|971.385.819
2559|Clinica Veterinaria Lluchmajor S.l.|Nicolau Taberner, 27|Llucmajor, Illes Balears (España)|971.661.706
2560|Clinica Veterianaria Can Picafort|Pg. Colom, 83|Santa Margalida, Illes Balears (España)|971.850.836
2561|Cala Ratjada|Via Mallorca, 2|Capdepera, Illes Balears (España)|971.565.076
2562|Clinica Veterinaria Es Pla|Canonge Barceló S/N|Porreres, Illes Balears (España)|971.168.388
2563|Centre Veterinari Amics|Escola Nacional, 41|Palma, Illes Balears (España)|971.429.725
2564|Centre Veterinari Bunyola|Sant Pere, 17 B|Bunyola, Illes Balears (España)|971.615.181
2565|Santa Gertrudis|Ctra. Sant Mateu S/N|Santa Eulalia des Riu, Illes Balears (España)|971.197.400
2566|Clinica Veterinaria Cas Menescal|Gladiol, 25|Marratxí, Illes Balears (España)|971.608.196
2567|Centre Veterinari Campanet|Llorenç Riber, 16|Campanet, Illes Balears (España)|971.516.724
2568|Clinica Veterinaria Jose Angosto|Mossèn Bartomeu Caldentey, 4|Felanitx, Illes Balears (España)|607.865.151
2569|Clinica Veterinaria Es Mercadal|Rda. la Estancia, 62|Es Mercadal, Illes Balears (España)|971.154.046
2570|Centre Veterinari Muntanya|Cirers, 44|Selva, Illes Balears (España)|971.875.088
2571|Clinica Veterinaria Simon Segui|Hondures, 1|Palma, Illes Balears (España)|971.736.172
2572|Clinica Veterinaria Bahia C.b.|Almirall Vierna, 9|Llucmajor, Illes Balears (España)|971.741.886
2573|CLINICA VETERINARIA SON RAPINYA|Mateu Fiol, 45|Palma, Illes Balears (España)|971.793.310
2574|CENTRO VETERINARIO CHELO CRESPO|C/ CALVO SOTELO 11|Melide, A Coruña (España)|629.507.958
2575|Clinica Veterinaria Zooclinic|Rda. Port, 100|Manacor, Illes Balears (España)|971.844.220
2576|Centre Veterinari Guipúscoa|Guipúscoa, 60 pl. int.|Barcelona, Barcelona (España)|933.030.818
2577|SANCHEZ VERA, FRANCISCO|AV.COSTA CALIDA, ED.BAHIAMAR S/N|Mazarrón, Murcia (España)|968.153.931
2578|CLINICA VETERINARIA FERRERIES|BISBE SERVER, 40|Ferreries, Illes Balears (España)|971.155.011
2579|ARKAKUXO S.L.|C/MADALEN ERROTA 2|Arrigorriaga, Vizcaya (España)|946.712.726
2580|ISABEL OJADOS HERNANDEZ|Avda. Valencia, 3|Yecla, Murcia (España)|968.958.013
2581|TECNICOS EN SANIDAD Y GESTION CINEGETICA DE GALICIA SL|AVDA. BUENOS AIRES 110|Ourense, Ourense (España)|988.240.740
2582|Centro Veterinario Clar de Alba|C/ San Antonio 27|Almansa, Albacete (España)|608.322.000
2583|CLINICA VETERINARIA ESFAVE|Alfonso VI, 50|Miranda de Ebro, Burgos (España)|947.331.560
2584|C. Veterinario|Av. Santander, 30|Medina de Pomar, Burgos (España)|689.931.387
2585|Centro Comercial Y Asesoramiento Ganadero|Padre Manjón, 11|Roa, Burgos (España)|947.505.696
2586|Clinica Veterinaria Lobo - Scott|Pl. Ribera, 22|Aranda de Duero, Burgos (España)|947.507.145
2587|Maria Jose Ferrandez Andreu|P.º Regino Sáinz de la Maza, 5|Burgos, Burgos (España)|947.276.523
2588|Centro Veterinario Avenida|Av. Reina María Cristina, 5|Cáceres, Cáceres (España)|927.321.311
2589|Clinica Veterinaria Mascota|Catedrático Antonio Silva, 5|Cáceres, Cáceres (España)|927.210.821
2590|CLINICA VETERINARIA SANA SANA|AVDA. RAMÓN ORTEGA, 9-A|Dénia, Alicante (España)|966.433.302
2591|CLINICA DE JUAN ANTONIO DEL RIO PELAEZ|CALLE LAS FLORES, 4|La Rambla, Córdoba (España)|670.650.062
2592|Covex Productos Zoosanitarios S.l.|Miguel Serrano, 9|Cáceres, Cáceres (España)|927.292.017
2593|Albeitar Cb|El Castúo, 5|Navalmoral de la Mata, Cáceres (España)|927.535.727
2594|Veterinario Jose Maria Morano Abril|Trav. Vasarejo, 5 (Primera)|Logrosán, Cáceres (España)|927.158.112
2595|Carbajo|Av. la Trashumancia, 1|Brozas, Cáceres (España)|927.395.405
2596|Murga Tavares, M.i.|Poligono La Atalaya S/N|Alcantara, Cáceres (España)|927.390.519
2597|Centro Veterinario El Paseo C.b.|Av. Ramón y Cajal, 12|Trujillo, Cáceres (España)|927.320.861
2598|CLINICA VETERINARIA GODOVET|C/PINTOR OCAÑA, 2|Cantillana, Sevilla (España)|955.732.011
2599|Clínica Sanacan|Av. Isabel de Moctezuma, 7|Cáceres, Cáceres (España)|927.216.999
